id,date,time
80,18-12-2021,9:17
81,18-12-2021,17:10
82,18-12-2021,20:12
83,19-12-2021,1:07
84,20-12-2021,11:37
85,20-12-2021,19:11
86,21-12-2021,5:57
87,21-12-2021,3:40
88,21-12-2021,9:41
89,22-12-2021,5:56
90,23-12-2021,15:57
91,23-12-2021,10:03
92,23-12-2021,15:31
93,24-12-2021,2:14
94,24-12-2021,23:45
95,24-12-2021,18:17
96,25-12-2021,10:56
97,25-12-2021,9:55
98,27-12-2021,24:38:00
99,27-12-2021,23:47
100,27-12-2021,12:45
101,28-12-2021,9:12
102,28-12-2021,11:14
103,30-12-2021,14:41
104,31-12-2021,14:18
105,02-01-2022,10:41
106,02-01-2022,8:10
107,02-01-2022,12:46
108,05-01-2022,19:56
109,05-01-2022,15:17
110,06-01-2022,17:38
111,06-01-2022,4:39
112,06-01-2022,6:29
113,08-01-2022,15:32
114,09-01-2022,16:26
115,11-01-2022,20:42
116,11-01-2022,14:05
117,11-01-2022,19:49
118,11-01-2022,9:08
119,13-01-2022,6:13
120,15-01-2022,14:17
121,16-01-2022,1:16
122,16-01-2022,2:10
123,19-01-2022,21:24
124,19-01-2022,6:18
125,20-01-2022,0:22
126,21-01-2022,15:27
127,21-01-2022,6:23
128,21-01-2022,18:15
129,23-01-2022,18:57
130,23-01-2022,20:54
131,23-01-2022,16:51
132,23-01-2022,15:54
133,24-01-2022,12:22
134,25-01-2022,24:29:00
135,26-01-2022,2:59
136,27-01-2022,14:37
137,28-01-2022,10:38
138,29-01-2022,15:43
139,30-01-2022,24:28:00
140,30-01-2022,3:00
141,31-01-2022,10:25
142,01-02-2022,8:39
143,01-02-2022,23:28
144,02-02-2022,6:42
145,03-02-2022,23:57
146,03-02-2022,18:43
147,04-02-2022,17:10
148,04-02-2022,24:01:00
149,04-02-2022,20:13
150,05-02-2022,5:43
151,05-02-2022,1:24
152,06-02-2022,7:14
153,06-02-2022,11:11
154,08-02-2022,22:33
155,08-02-2022,22:11
156,08-02-2022,24:02:00
157,08-02-2022,17:30
158,09-02-2022,9:03
159,09-02-2022,21:48
160,10-02-2022,9:41
161,10-02-2022,10:54
162,10-02-2022,17:32
163,11-02-2022,14:47
164,11-02-2022,24:32:00
165,11-02-2022,17:20
166,11-02-2022,0:13
167,11-02-2022,3:17
168,12-02-2022,13:30
169,14-02-2022,13:41
170,14-02-2022,11:47
171,15-02-2022,14:43
172,15-02-2022,22:00
173,18-02-2022,1:33
174,18-02-2022,15:33
175,18-02-2022,5:01
176,20-02-2022,19:55
177,21-02-2022,21:11
178,21-02-2022,10:49
179,22-02-2022,19:38
180,24-02-2022,10:17
181,25-02-2022,2:36
182,25-02-2022,20:10
183,26-02-2022,5:21
184,26-02-2022,23:46
185,27-02-2022,0:07
186,27-02-2022,13:16
187,27-02-2022,19:45
188,28-02-2022,16:47
189,01-03-2022,17:22
190,02-03-2022,19:05
191,03-03-2022,9:24
192,03-03-2022,22:42
193,03-03-2022,7:07
194,04-03-2022,17:49
195,05-03-2022,21:31
196,05-03-2022,21:54
197,06-03-2022,14:20
198,06-03-2022,1:50
199,06-03-2022,17:20
200,07-03-2022,2:33
201,09-03-2022,2:40:00
202,10-03-2022,11:57
203,11-03-2022,7:17
204,11-03-2022,0:39
205,12-03-2022,6:28
206,12-03-2022,11:34
207,13-03-2022,6:57
208,13-03-2022,18:45
209,13-03-2022,23:05
210,14-03-2022,14:41
211,15-03-2022,8:45
212,15-03-2022,14:56
213,15-03-2022,12:57
214,15-03-2022,5:14
215,15-03-2022,10:35
216,16-03-2022,12:44
217,18-03-2022,23:24
218,18-03-2022,12:43
219,20-03-2022,22:51
220,22-03-2022,0:52
221,22-03-2022,22:53
222,22-03-2022,24:12:00
223,23-03-2022,15:39
224,23-03-2022,0:37
225,23-03-2022,10:46
226,23-03-2022,1:29
227,23-03-2022,16:20
228,24-03-2022,4:55
229,25-03-2022,20:44
230,25-03-2022,21:38
231,25-03-2022,17:12
232,25-03-2022,9:58
233,25-03-2022,3:20
234,25-03-2022,21:07
235,27-03-2022,13:48
236,27-03-2022,0:25
237,30-03-2022,22:14
238,30-03-2022,6:28
239,31-03-2022,3:42
240,31-03-2022,14:56
241,01-04-2022,18:05
242,02-04-2022,20:15
243,02-04-2022,2:48
244,03-04-2022,2:05
245,04-04-2022,2:40:00
246,04-04-2022,0:35
247,04-04-2022,4:44
248,05-04-2022,15:08
249,06-04-2022,10:21
250,06-04-2022,13:07
251,06-04-2022,5:26
252,06-04-2022,4:32
253,12-04-2022,23:34
254,12-04-2022,20:21
255,13-04-2022,0:24
256,13-04-2022,20:07
257,14-04-2022,7:59
258,15-04-2022,7:33
259,15-04-2022,8:11
260,15-04-2022,4:27
261,15-04-2022,18:27
262,16-04-2022,22:51
263,16-04-2022,19:45
264,17-04-2022,1:47
265,17-04-2022,8:53
266,18-04-2022,24:01:00
267,18-04-2022,18:37
268,19-04-2022,2:22
269,20-04-2022,13:24
270,20-04-2022,12:16
271,21-04-2022,3:08
272,21-04-2022,18:47
273,22-04-2022,2:22
274,22-04-2022,2:46
275,23-04-2022,18:13
276,24-04-2022,2:03
277,25-04-2022,17:10
278,26-04-2022,8:03
279,27-04-2022,12:45
280,29-04-2022,23:46
281,29-04-2022,4:23
282,29-04-2022,13:30
283,30-04-2022,7:24
284,30-04-2022,4:06
285,01-05-2022,20:37
286,03-05-2022,19:41
287,03-05-2022,9:06
288,05-05-2022,17:33
289,06-05-2022,10:59
290,06-05-2022,23:47
291,06-05-2022,15:16
292,07-05-2022,13:52
293,07-05-2022,20:09
294,08-05-2022,24:30:00
295,09-05-2022,8:53
296,09-05-2022,8:28
297,10-05-2022,17:40
298,10-05-2022,15:02
299,15-05-2022,21:44
300,15-05-2022,24:37:00
301,15-05-2022,4:55
302,15-05-2022,23:33
303,16-05-2022,14:21
304,17-05-2022,16:05
305,18-05-2022,14:06
306,18-05-2022,19:42
307,19-05-2022,5:54
308,20-05-2022,2:40:00
309,21-05-2022,4:27
310,21-05-2022,19:07
311,22-05-2022,14:25
312,22-05-2022,4:42
313,23-05-2022,24:47:00
314,24-05-2022,23:22
315,24-05-2022,18:04
316,24-05-2022,18:14
317,26-05-2022,21:35
318,27-05-2022,19:14
319,28-05-2022,4:48
320,29-05-2022,15:56
321,30-05-2022,9:52
322,31-05-2022,13:07
323,31-05-2022,2:40:00
324,01-06-2022,17:17
325,01-06-2022,23:56
326,01-06-2022,14:55
327,01-06-2022,24:04:00
328,02-06-2022,21:57
329,02-06-2022,24:60
330,03-06-2022,11:04
331,04-06-2022,19:09
332,04-06-2022,23:50
333,05-06-2022,2:36
334,06-06-2022,11:33
335,06-06-2022,0:57
336,07-06-2022,15:28
337,07-06-2022,18:35
338,07-06-2022,12:57
339,08-06-2022,18:35
340,08-06-2022,1:31
341,08-06-2022,2:40:00
342,09-06-2022,13:59
343,09-06-2022,21:15
344,09-06-2022,15:03
345,11-06-2022,17:32
346,12-06-2022,15:59
347,12-06-2022,11:50
348,13-06-2022,11:53
349,13-06-2022,14:44
350,15-06-2022,16:56
351,16-06-2022,6:23
352,17-06-2022,21:04
353,17-06-2022,4:05
354,21-06-2022,18:33
355,21-06-2022,16:10
356,23-06-2022,3:01
357,25-06-2022,20:19
358,25-06-2022,20:44
359,25-06-2022,16:14
360,25-06-2022,24:53:00
361,26-06-2022,4:29
362,26-06-2022,6:58
363,29-06-2022,3:10
364,29-06-2022,11:48
365,30-06-2022,24:42:00
366,30-06-2022,15:18
367,01-07-2022,8:32
368,03-07-2022,7:36
369,04-07-2022,20:21
370,04-07-2022,2:51
371,05-07-2022,14:11
372,06-07-2022,7:12
373,06-07-2022,20:45
374,07-07-2022,23:32
375,07-07-2022,11:15
376,10-07-2022,4:09
377,11-07-2022,15:19
378,13-07-2022,5:54
379,13-07-2022,1:12
380,14-07-2022,19:15
381,15-07-2022,3:00
382,15-07-2022,11:17
383,16-07-2022,16:31
384,19-07-2022,0:49
385,19-07-2022,16:03
386,20-07-2022,4:36
387,20-07-2022,20:19
388,21-07-2022,5:22
389,21-07-2022,22:18
390,22-07-2022,17:51
391,23-07-2022,18:20
392,23-07-2022,24:00:00
393,23-07-2022,21:27
394,24-07-2022,6:25
395,25-07-2022,9:26
396,27-07-2022,8:25
397,29-07-2022,23:52
398,30-07-2022,8:07
399,30-07-2022,18:43
400,03-08-2022,19:44
401,05-08-2022,21:57
402,06-08-2022,17:40
403,06-08-2022,24:02:00
404,07-08-2022,0:39
405,08-08-2022,8:30
406,08-08-2022,4:14
407,08-08-2022,2:04
408,09-08-2022,16:18
409,09-08-2022,2:54
410,10-08-2022,10:21
411,10-08-2022,18:38
412,11-08-2022,13:27
413,11-08-2022,3:19
414,11-08-2022,8:51
415,12-08-2022,18:11
416,12-08-2022,2:43
417,13-08-2022,0:54:00
418,14-08-2022,24:31:00
419,14-08-2022,9:15
420,15-08-2022,0:50
421,16-08-2022,11:15
422,16-08-2022,19:51
423,16-08-2022,4:08
424,18-08-2022,14:23
425,19-08-2022,0:33
426,19-08-2022,20:48
427,19-08-2022,12:41
428,20-08-2022,2:03
429,21-08-2022,10:24
430,21-08-2022,14:57
431,21-08-2022,18:23
432,21-08-2022,16:12
433,22-08-2022,17:28
434,22-08-2022,23:07
435,23-08-2022,4:35
436,23-08-2022,10:53
437,23-08-2022,22:55
438,24-08-2022,20:07
439,25-08-2022,23:27
440,25-08-2022,0:24
441,26-08-2022,1:47
442,27-08-2022,12:01
443,28-08-2022,14:08
444,31-08-2022,14:58
445,01-09-2022,7:59
446,02-09-2022,15:22
447,05-09-2022,3:18
448,06-09-2022,9:02
449,07-09-2022,1:07
450,07-09-2022,1:40
451,07-09-2022,7:29
452,08-09-2022,13:13
453,08-09-2022,2:40:00
454,09-09-2022,5:41
455,11-09-2022,15:05
456,12-09-2022,9:03
457,12-09-2022,13:12
458,13-09-2022,5:46
459,14-09-2022,0:18
460,15-09-2022,16:31
461,15-09-2022,24:33:00
462,16-09-2022,24:31:00
463,16-09-2022,3:50
464,17-09-2022,14:33
465,17-09-2022,22:53
466,18-09-2022,6:07
467,19-09-2022,7:59
468,19-09-2022,21:06
469,20-09-2022,10:59
470,20-09-2022,11:40
471,20-09-2022,12:41
472,20-09-2022,1:30
473,21-09-2022,19:09
474,23-09-2022,7:34
475,24-09-2022,12:30
476,24-09-2022,7:02
477,24-09-2022,2:12
478,27-09-2022,5:05
479,27-09-2022,20:15
480,27-09-2022,11:20
481,27-09-2022,19:26
482,29-09-2022,7:06
483,29-09-2022,0:32
484,30-09-2022,23:45
485,30-09-2022,20:13
486,02-10-2022,10:45
487,02-10-2022,19:13
488,02-10-2022,0:59
489,03-10-2022,0:27
490,04-10-2022,4:03
491,04-10-2022,12:55
492,05-10-2022,12:56
493,06-10-2022,15:38
494,07-10-2022,3:38
495,08-10-2022,15:35
496,08-10-2022,20:45
497,08-10-2022,1:57
498,08-10-2022,15:10
499,08-10-2022,1:08
500,09-10-2022,10:24
501,09-10-2022,0:49
502,11-10-2022,1:10
503,11-10-2022,24:04:00
504,12-10-2022,3:04
505,13-10-2022,19:23
506,14-10-2022,10:22
507,14-10-2022,19:04
508,14-10-2022,24:03:00
509,15-10-2022,23:48
510,15-10-2022,9:17
511,15-10-2022,4:59
512,16-10-2022,8:54
513,17-10-2022,14:21
514,17-10-2022,11:01
515,18-10-2022,15:09
516,18-10-2022,18:35
517,18-10-2022,23:45
518,19-10-2022,19:45
519,19-10-2022,0:48
520,20-10-2022,20:43
521,21-10-2022,20:49
522,21-10-2022,2:11
523,21-10-2022,7:57
524,21-10-2022,16:37
525,22-10-2022,22:16
526,23-10-2022,10:04
527,24-10-2022,12:55
528,25-10-2022,10:00
529,25-10-2022,4:23
530,25-10-2022,8:55
531,26-10-2022,19:33
532,26-10-2022,0:21
533,26-10-2022,0:53
534,26-10-2022,2:40:00
535,28-10-2022,15:57
536,29-10-2022,14:33
537,29-10-2022,14:37
538,30-10-2022,13:45
539,30-10-2022,10:59
540,30-10-2022,1:17
541,30-10-2022,0:53
542,30-10-2022,23:24
543,31-10-2022,14:17
544,31-10-2022,9:59
545,02-11-2022,1:30
546,03-11-2022,2:34
547,06-11-2022,14:16
548,09-11-2022,22:20
549,09-11-2022,3:54
550,09-11-2022,2:08
551,10-11-2022,10:04
552,10-11-2022,3:14
553,10-11-2022,19:03
554,12-11-2022,19:02
555,13-11-2022,14:28
556,13-11-2022,2:10
557,13-11-2022,1:48
558,14-11-2022,24:40:00
559,15-11-2022,21:26
560,17-11-2022,22:48
561,19-11-2022,3:34
562,20-11-2022,21:17
563,21-11-2022,23:40
564,21-11-2022,10:32
565,22-11-2022,4:15
566,22-11-2022,4:56
567,23-11-2022,3:57
568,23-11-2022,8:08
569,23-11-2022,10:05
570,24-11-2022,16:16
571,24-11-2022,6:23
572,24-11-2022,16:13
573,26-11-2022,22:38
574,26-11-2022,8:06
575,28-11-2022,10:13
576,28-11-2022,8:38
577,29-11-2022,20:04
578,29-11-2022,2:17
579,29-11-2022,3:32
580,30-11-2022,22:30
581,01-12-2022,24:58:00
582,01-12-2022,18:49
583,01-12-2022,12:17
584,02-12-2022,4:04
585,02-12-2022,7:47
586,03-12-2022,20:05
587,03-12-2022,3:49
588,04-12-2022,23:03
589,04-12-2022,7:36
590,06-12-2022,23:42
591,06-12-2022,14:15
592,06-12-2022,2:40:00
593,06-12-2022,9:06
594,07-12-2022,15:59
595,09-12-2022,17:35
596,10-12-2022,21:53
597,11-12-2022,24:55:00
598,11-12-2022,24:14:00
599,12-12-2022,7:11
600,12-12-2022,21:05
601,13-12-2022,12:55
602,13-12-2022,12:30
603,13-12-2022,24:01:00
604,16-12-2022,24:00:00
605,18-12-2022,2:40:00
606,19-12-2022,9:55
607,19-12-2022,4:02
608,21-12-2022,9:15
609,22-12-2022,18:13
610,22-12-2022,12:48
611,22-12-2022,24:44:00
612,23-12-2022,1:12
613,24-12-2022,18:10
614,24-12-2022,20:43
615,25-12-2022,10:57
616,25-12-2022,2:05
617,25-12-2022,24:36:00
618,26-12-2022,3:28
619,26-12-2022,13:09
620,26-12-2022,1:21
621,27-12-2022,2:28
622,27-12-2022,22:07
623,27-12-2022,24:01:00
624,28-12-2022,11:37
625,28-12-2022,17:32
626,29-12-2022,2:48
627,31-12-2022,4:22
628,31-12-2022,19:25
629,31-12-2022,17:40
630,31-12-2022,8:43
631,01-01-2023,17:29
632,01-01-2023,13:17
633,01-01-2023,10:30
634,02-01-2023,11:14
635,02-01-2023,22:04
636,04-01-2023,12:14
637,04-01-2023,2:36
638,05-01-2023,4:57
639,05-01-2023,6:58
640,07-01-2023,9:13
641,08-01-2023,8:32
642,08-01-2023,13:04
643,08-01-2023,17:16
644,09-01-2023,21:56
645,09-01-2023,23:52
646,11-01-2023,2:40
647,12-01-2023,16:41
648,12-01-2023,8:28
649,13-01-2023,5:50
650,13-01-2023,1:50
651,13-01-2023,20:48
652,13-01-2023,10:29
653,14-01-2023,0:30
654,15-01-2023,5:51
655,17-01-2023,3:28
656,17-01-2023,10:42
657,18-01-2023,9:32
658,19-01-2023,15:11
659,19-01-2023,15:00
660,19-01-2023,13:39
661,21-01-2023,18:07
662,21-01-2023,2:40:00
663,21-01-2023,5:32
664,23-01-2023,12:18
665,23-01-2023,21:36
666,24-01-2023,10:10
667,24-01-2023,19:56
668,25-01-2023,15:07
669,27-01-2023,9:49
670,27-01-2023,8:47
671,27-01-2023,6:14
672,29-01-2023,5:47
673,31-01-2023,16:45
674,31-01-2023,18:08
675,01-02-2023,11:34
676,03-02-2023,19:15
677,04-02-2023,16:42
678,04-02-2023,23:11
679,06-02-2023,22:39
680,08-02-2023,12:02
681,09-02-2023,9:45
682,10-02-2023,2:40:00
683,11-02-2023,2:40:00
684,11-02-2023,24:43:00
685,11-02-2023,18:40
686,11-02-2023,0:51
687,12-02-2023,20:02
688,12-02-2023,24:56:00
689,13-02-2023,18:15
690,14-02-2023,13:38
691,14-02-2023,10:32
692,15-02-2023,3:21
693,15-02-2023,19:13
694,16-02-2023,15:27
695,16-02-2023,11:35
696,16-02-2023,1:02
697,18-02-2023,6:56
698,18-02-2023,11:34
699,20-02-2023,19:09
700,20-02-2023,8:28
701,23-02-2023,11:46
702,23-02-2023,12:38
703,24-02-2023,7:16
704,24-02-2023,23:59
705,25-02-2023,3:32
706,26-02-2023,5:35
707,26-02-2023,15:21
708,26-02-2023,4:43
709,27-02-2023, 00:29
710,02-03-2023,8:34
711,02-03-2023,24:45:00
712,04-03-2023,5:03
713,04-03-2023,5:59
714,05-03-2023,24:18:00
715,06-03-2023,20:28
716,07-03-2023,2:09
717,08-03-2023,3:19
718,08-03-2023,18:46
719,08-03-2023,0:16
720,09-03-2023,24:21:00
721,10-03-2023,8:00
722,11-03-2023,2:22
723,11-03-2023,7:00
724,11-03-2023,19:53
725,12-03-2023,15:52
726,13-03-2023,10:37
727,13-03-2023,2:40:00
728,14-03-2023,13:04
729,14-03-2023,23:22
730,14-03-2023,7:50
731,15-03-2023,23:17
732,15-03-2023,18:48
733,15-03-2023,6:46
734,16-03-2023,5:28
735,18-03-2023,1:04
736,18-03-2023,11:09
737,18-03-2023,15:53
738,19-03-2023,10:30
739,19-03-2023,0:27
740,20-03-2023,2:48
741,21-03-2023,13:22
742,22-03-2023,0:37
743,22-03-2023,3:32
744,23-03-2023,12:17
745,23-03-2023,14:00
746,24-03-2023,15:19
747,24-03-2023,13:00
748,26-03-2023,23:37
749,27-03-2023,16:08
750,28-03-2023,16:15
751,30-03-2023,16:04
752,30-03-2023,16:33
753,31-03-2023,9:23
754,31-03-2023,1:56
755,31-03-2023,12:37
756,01-04-2023,16:53
757,01-04-2023,7:33
758,02-04-2023,15:51
759,03-04-2023,6:54
760,03-04-2023,24:52:00
761,04-04-2023,10:52
762,05-04-2023,22:51
763,06-04-2023,4:55
764,06-04-2023,16:39
765,06-04-2023,3:58
766,06-04-2023,9:09
767,08-04-2023,9:32
768,09-04-2023,9:14
769,09-04-2023,20:20
770,13-04-2023,10:29
771,13-04-2023,6:42
772,14-04-2023,17:53
773,16-04-2023,0:29
774,18-04-2023,3:42
775,18-04-2023,9:52
776,20-04-2023,4:55
777,20-04-2023,14:59
778,21-04-2023,22:51
779,21-04-2023,19:03
780,22-04-2023,7:24
781,23-04-2023,19:08
782,24-04-2023,10:41
783,25-04-2023,6:38
784,25-04-2023,3:58
785,26-04-2023,13:24
786,26-04-2023,9:33
787,26-04-2023,22:04
788,26-04-2023,1:59
789,27-04-2023,4:27
790,27-04-2023,16:39
791,01-05-2023,1:46
792,01-05-2023,20:26
793,01-05-2023,24:01:00
794,01-05-2023,20:20
795,01-05-2023,12:00
796,03-05-2023,18:16
797,04-05-2023,9:47
798,04-05-2023,19:09
799,04-05-2023,18:41
800,05-05-2023,1:10
801,05-05-2023,22:12
802,07-05-2023,2:58
803,09-05-2023,14:24
804,10-05-2023,5:58
805,10-05-2023,1:40
806,11-05-2023,22:50
807,11-05-2023,16:48
808,11-05-2023,23:43
809,11-05-2023,24:05:00
810,13-05-2023,12:49
811,13-05-2023,24:00:00
812,13-05-2023,18:41
813,14-05-2023,5:10
814,15-05-2023,22:47
815,16-05-2023,1:54
816,17-05-2023,14:50
817,17-05-2023,16:37
818,19-05-2023,15:32
819,19-05-2023,13:22
820,19-05-2023,2:37
821,20-05-2023,5:12
822,23-05-2023,6:20
823,24-05-2023,19:14
824,24-05-2023,12:20
825,25-05-2023,20:39
826,26-05-2023,21:46
827,26-05-2023,14:18
828,26-05-2023,24:50:00
829,26-05-2023,19:52
830,27-05-2023,2:41
831,28-05-2023,3:11
832,29-05-2023,20:32
833,30-05-2023,3:17
834,31-05-2023,20:51
835,31-05-2023,13:42
836,01-06-2023,2:42
837,01-06-2023,2:41
838,02-06-2023,12:12
839,03-06-2023,9:02
840,03-06-2023,15:35
841,05-06-2023,2:29
842,07-06-2023,3:43
843,09-06-2023,7:33
844,09-06-2023,3:43
845,10-06-2023,19:46
846,10-06-2023,23:35
847,11-06-2023,12:27
848,11-06-2023,12:41
849,14-06-2023,17:20
850,14-06-2023,17:59
851,16-06-2023,3:00
852,16-06-2023,16:41
853,18-06-2023,0:33
854,19-06-2023,14:33
855,19-06-2023,4:03
856,20-06-2023,18:00
857,23-06-2023,0:31
858,23-06-2023,6:18
859,24-06-2023,23:17
860,25-06-2023,22:04
861,25-06-2023,15:59
862,25-06-2023,18:08
863,25-06-2023,20:03
864,25-06-2023,1:36
865,26-06-2023,24:29:00
866,26-06-2023,21:43
867,27-06-2023,10:42
868,27-06-2023,14:55
869,28-06-2023,22:26
870,29-06-2023,21:09
871,29-06-2023,19:47
872,29-06-2023,0:46
873,30-06-2023,16:35
874,30-06-2023,0:15
875,30-06-2023,9:50
876,04-07-2023,20:55
877,04-07-2023,13:19
878,05-07-2023,24:11:00
879,05-07-2023,24:13:00
880,06-07-2023,19:47
881,07-07-2023,14:56
882,07-07-2023,0:08
883,08-07-2023,7:44
884,08-07-2023,5:47
885,08-07-2023,19:14
886,10-07-2023,13:20
887,11-07-2023,7:21
888,12-07-2023,20:10
889,12-07-2023,12:07
890,13-07-2023,14:01
891,15-07-2023,2:13
892,16-07-2023,14:31
893,16-07-2023,17:47
894,17-07-2023,24:30:00
895,17-07-2023,20:41
896,18-07-2023,1:12
897,20-07-2023,23:27
898,20-07-2023,9:35
899,21-07-2023,16:44
900,22-07-2023,24:21:00
901,24-07-2023,3:52
902,25-07-2023,12:25
903,26-07-2023,7:40
904,27-07-2023,2:57
905,27-07-2023,8:11
906,27-07-2023,9:26
907,28-07-2023,16:11
908,29-07-2023,10:20
909,29-07-2023,22:45
910,30-07-2023,18:39
911,30-07-2023,15:31
912,30-07-2023,15:52
913,01-08-2023,2:58
914,01-08-2023,22:33
915,01-08-2023,21:37
916,02-08-2023,5:08
917,04-08-2023,0:22
918,04-08-2023,23:27
919,04-08-2023,14:24
920,04-08-2023,21:37
921,05-08-2023,4:56
922,05-08-2023,2:21
923,07-08-2023,5:56
924,08-08-2023,18:07
925,08-08-2023,15:09
926,08-08-2023,3:48
927,08-08-2023,0:06
928,12-08-2023,17:04
929,13-08-2023,3:20
930,14-08-2023,5:30
931,14-08-2023,4:06
932,16-08-2023,0:49
933,16-08-2023,7:40
934,17-08-2023,0:02
935,19-08-2023,11:43
936,20-08-2023,16:12
937,20-08-2023,11:14
938,20-08-2023,9:01
939,21-08-2023,14:53
940,21-08-2023,0:56
941,21-08-2023,23:08
942,21-08-2023,24:11:00
943,22-08-2023,7:04
944,22-08-2023,5:23
945,26-08-2023,18:26
946,26-08-2023,14:16
947,28-08-2023,14:20
948,29-08-2023,8:31
949,30-08-2023,2:54
950,31-08-2023,1:34
951,02-09-2023,7:11
952,02-09-2023,12:24
953,02-09-2023,23:07
954,03-09-2023,21:33
955,04-09-2023,22:00
956,05-09-2023,0:11
957,06-09-2023,2:40:00
958,07-09-2023,8:54
959,08-09-2023,19:25
960,09-09-2023,11:31
961,09-09-2023,11:21
962,10-09-2023,2:46
963,10-09-2023,8:47
964,11-09-2023,2:11
965,12-09-2023,5:28
966,12-09-2023,12:23
967,14-09-2023,20:47
968,15-09-2023,5:11
969,15-09-2023,3:37
970,17-09-2023,23:38
971,17-09-2023,3:43
972,17-09-2023,17:07
973,18-09-2023,16:25
974,18-09-2023,18:23
975,19-09-2023,7:45
976,19-09-2023,23:43
977,19-09-2023,19:58
978,20-09-2023,15:28
979,20-09-2023,17:23
980,22-09-2023,19:06
981,22-09-2023,5:46
982,23-09-2023,16:06
983,24-09-2023,23:40
984,24-09-2023,15:40
985,24-09-2023,18:32
986,26-09-2023,24:17:00
987,26-09-2023,8:00
988,26-09-2023,0:02
989,27-09-2023,20:40
990,28-09-2023,15:17
991,28-09-2023,4:00
992,28-09-2023,24:25:00
993,28-09-2023,8:29
994,28-09-2023,15:45
995,28-09-2023,18:39
996,29-09-2023,10:53
997,29-09-2023,7:23
998,29-09-2023,3:45
999,30-09-2023,6:45
1000,30-09-2023,11:49
